data,abertura,maximo,minimo,fechamento,volume,data fechamento,volume do ativo
1705806000000,41699.80000000,41730.00000000,41661.74000000,41680.82000000,377.67063000,1705809599999,15749756.82802770
1705809600000,41680.83000000,41685.55000000,41651.74000000,41673.41000000,258.81267000,1705813199999,10784099.32892110
1705813200000,41673.41000000,41691.11000000,41628.46000000,41628.47000000,305.06196000,1705816799999,12708264.78610170
1705816800000,41628.46000000,41654.99000000,41564.29000000,41597.66000000,349.76971000,1705820399999,14555761.59549420
1705820400000,41597.66000000,41669.94000000,41587.27000000,41648.51000000,284.99252000,1705823999999,11861883.71192460
1705824000000,41648.50000000,41710.00000000,41648.50000000,41663.96000000,423.86113000,1705827599999,17671150.03460350
1705827600000,41663.96000000,41747.53000000,41663.96000000,41747.53000000,430.35767000,1705831199999,17949218.71314500
1705831200000,41747.52000000,41826.97000000,41709.99000000,41785.99000000,717.32999000,1705834799999,29965948.50776750
1705834800000,41786.00000000,41795.61000000,41686.00000000,41719.89000000,401.37890000,1705838399999,16760023.31858480
1705838400000,41719.90000000,41821.10000000,41700.91000000,41735.99000000,509.28923000,1705841999999,21265302.82718970
1705842000000,41735.99000000,41862.02000000,41735.98000000,41859.53000000,691.91268000,1705845599999,28926964.67872720
1705845600000,41859.52000000,41881.39000000,41757.25000000,41787.50000000,630.51659000,1705849199999,26371583.14244560
1705849200000,41787.49000000,41860.00000000,41605.00000000,41656.28000000,978.43312000,1705852799999,40818621.55560310
1705852800000,41656.27000000,41673.06000000,41525.00000000,41607.18000000,791.19285000,1705856399999,32921680.35216730
1705856400000,41607.18000000,41695.07000000,41599.39000000,41678.00000000,481.67127000,1705859999999,20065960.24372280
1705860000000,41677.99000000,41729.77000000,41627.00000000,41681.09000000,467.73485000,1705863599999,19499796.15110900
1705863600000,41681.09000000,41720.00000000,41635.25000000,41719.40000000,360.44499000,1705867199999,15022566.14339110
1705867200000,41719.39000000,41772.75000000,41618.68000000,41643.91000000,686.10169000,1705870799999,28608489.84053330
1705870800000,41643.90000000,41811.10000000,41620.27000000,41785.91000000,419.96350000,1705874399999,17516097.29302160
1705874400000,41785.90000000,41785.91000000,41620.23000000,41633.39000000,340.64799000,1705877999999,14207351.55291730
1705878000000,41633.39000000,41676.78000000,41500.98000000,41580.33000000,599.79607000,1705881599999,24938805.51932880
1705881600000,41580.32000000,41683.53000000,41467.58000000,41657.43000000,958.26920000,1705885199999,39845822.05811330
1705885200000,41657.43000000,41689.65000000,41263.60000000,41363.37000000,1980.37830000,1705888799999,81998839.03267150
1705888800000,41363.38000000,41426.03000000,41258.10000000,41317.98000000,824.53378000,1705892399999,34085821.38920400
1705892400000,41317.97000000,41343.99000000,41058.22000000,41197.04000000,1431.49598000,1705895999999,58962414.98902420
1705896000000,41197.04000000,41221.99000000,40768.00000000,40786.41000000,2024.89969000,1705899599999,83023401.73232180
1705899600000,40786.41000000,41157.23000000,40684.00000000,41138.46000000,2043.09323000,1705903199999,83621559.94777720
1705903200000,41138.47000000,41321.17000000,41009.16000000,41205.99000000,1603.68724000,1705906799999,66027624.76333700
1705906800000,41205.99000000,41214.00000000,40978.63000000,41043.70000000,1048.82053000,1705910399999,43106079.48397010
1705910400000,41043.70000000,41043.71000000,40761.87000000,40959.00000000,1986.47106000,1705913999999,81242969.20163070
1705914000000,40958.99000000,41047.51000000,40610.00000000,40744.85000000,1725.51154000,1705917599999,70498757.59823170
1705917600000,40744.86000000,40852.10000000,40364.63000000,40703.91000000,3247.98208000,1705921199999,131890249.22969780
1705921200000,40703.90000000,40941.09000000,40670.98000000,40815.99000000,1820.31952000,1705924799999,74307980.03934810
1705924800000,40815.92000000,40922.14000000,40685.96000000,40884.97000000,1281.48051000,1705928399999,52296820.06220190
1705928400000,40884.97000000,41244.06000000,40865.60000000,40943.17000000,2170.12828000,1705931999999,89103864.37369030
1705932000000,40943.17000000,40978.69000000,40515.90000000,40694.75000000,2673.37652000,1705935599999,108771269.76169880
1705935600000,40694.76000000,40850.00000000,40350.00000000,40771.99000000,3208.29236000,1705939199999,130170694.72645390
1705939200000,40772.00000000,40874.99000000,40400.00000000,40518.60000000,2429.98915000,1705942799999,98593021.38132690
1705942800000,40518.61000000,40806.42000000,40457.95000000,40708.00000000,1602.30202000,1705946399999,65150352.90393890
1705946400000,40707.99000000,40800.01000000,40119.11000000,40316.01000000,3457.46147000,1705949999999,139680391.02419220
1705950000000,40316.00000000,40570.83000000,39431.58000000,39820.31000000,7927.00782000,1705953599999,316265910.24461770
1705953600000,39820.31000000,40343.18000000,39751.14000000,40181.20000000,3814.77652000,1705957199999,153097240.11375160
1705957200000,40181.20000000,40206.34000000,39845.70000000,39849.95000000,2123.78160000,1705960799999,85002203.70167940
1705960800000,39849.95000000,40088.88000000,39480.00000000,39832.80000000,2201.86927000,1705964399999,87711476.94592020
1705964400000,39832.81000000,39961.10000000,39488.12000000,39568.02000000,1840.27144000,1705967999999,72997389.09063350
1705968000000,39568.02000000,39888.00000000,39511.10000000,39872.00000000,1591.36214000,1705971599999,63208092.08005780
1705971600000,39872.00000000,39912.18000000,39713.20000000,39830.71000000,883.18985000,1705975199999,35164422.19091900
1705975200000,39830.70000000,40067.99000000,39810.00000000,40060.46000000,1017.58919000,1705978799999,40672692.42074470
1705978800000,40060.47000000,40118.87000000,39979.52000000,40000.44000000,954.67378000,1705982399999,38228540.58984200
1705982400000,40000.43000000,40176.74000000,40000.43000000,40065.51000000,819.53223000,1705985999999,32878432.10047930
1705986000000,40065.50000000,40129.16000000,40062.30000000,40069.34000000,528.46380000,1705989599999,21187163.67138490
1705989600000,40069.35000000,40129.12000000,39960.87000000,40019.42000000,810.99682000,1705993199999,32468954.11509290
1705993200000,40019.43000000,40026.37000000,39665.02000000,39780.00000000,1693.37353000,1705996799999,67437747.75433110
1705996800000,39780.01000000,39860.00000000,39328.00000000,39464.96000000,2986.78985000,1706000399999,118260665.66548550
1706000400000,39464.97000000,39492.57000000,38907.67000000,38961.39000000,6604.67363000,1706003999999,258411838.42530980
1706004000000,38961.39000000,39150.00000000,38855.12000000,38917.28000000,3342.72993000,1706007599999,130396363.64690430
1706007600000,38917.27000000,39045.56000000,38657.00000000,38845.56000000,3393.58407000,1706011199999,131753004.83916250
1706011200000,38845.56000000,39088.01000000,38758.82000000,39065.67000000,2870.76139000,1706014799999,111673675.65970880
1706014800000,39065.68000000,39083.35000000,38853.39000000,38864.16000000,1462.05395000,1706018399999,56992155.31607750
1706018400000,38864.15000000,38900.00000000,38555.00000000,38767.74000000,4060.57085000,1706021999999,157168291.11741250
1706022000000,38767.75000000,39460.00000000,38766.00000000,39204.00000000,5829.55514000,1706025599999,228157738.21633880
1706025600000,39204.00000000,39374.11000000,38925.20000000,39307.59000000,4118.59618000,1706029199999,161187339.39071470
1706029200000,39307.60000000,39634.29000000,39270.00000000,39398.89000000,3340.69119000,1706032799999,131788542.92830680
1706032800000,39398.88000000,39654.34000000,39092.54000000,39092.54000000,2484.66969000,1706036399999,97950134.14205980
1706036400000,39092.55000000,39287.57000000,38981.10000000,39148.07000000,1755.83945000,1706039999999,68732017.91298910
1706040000000,39148.07000000,39365.96000000,39032.02000000,39175.06000000,2123.40651000,1706043599999,83326660.96379820
1706043600000,39175.07000000,39303.91000000,39070.00000000,39223.75000000,1242.30046000,1706047199999,48660504.58982050
1706047200000,39223.76000000,39554.70000000,39201.10000000,39468.71000000,1183.11412000,1706050799999,46625508.97685010
1706050800000,39468.71000000,39907.23000000,39468.71000000,39897.60000000,2858.11576000,1706054399999,113521503.93303630
1706054400000,39897.59000000,40250.00000000,39784.34000000,40179.52000000,2520.72618000,1706057999999,100835601.46359900
1706058000000,40179.53000000,40179.53000000,39757.91000000,39769.97000000,2861.66348000,1706061599999,114294048.10814240
1706061600000,39769.98000000,39895.36000000,39701.34000000,39763.49000000,833.35398000,1706065199999,33172228.43336970
1706065200000,39763.50000000,39796.71000000,39570.43000000,39614.00000000,1292.50052000,1706068799999,51246347.49698010
1706068800000,39614.00000000,39747.11000000,39557.01000000,39654.38000000,1290.20825000,1706072399999,51177646.20469110
1706072400000,39654.39000000,39847.46000000,39654.38000000,39798.85000000,1493.42547000,1706075999999,59379122.20481840
1706076000000,39798.85000000,39888.00000000,39661.91000000,39888.00000000,1359.63753000,1706079599999,54105316.01600690
1706079600000,39888.00000000,40191.97000000,39821.02000000,39981.09000000,2365.65855000,1706083199999,94624788.64870040
1706083200000,39981.09000000,40137.44000000,39859.51000000,39954.53000000,1325.22092000,1706086799999,52963029.90280850
1706086800000,39954.53000000,40104.95000000,39910.38000000,40024.81000000,1235.71287000,1706090399999,49448757.07747440
1706090400000,40024.82000000,40555.00000000,39985.49000000,40352.42000000,2438.24395000,1706093999999,98205305.91635960
1706094000000,40352.42000000,40373.98000000,40100.00000000,40209.34000000,1433.94563000,1706097599999,57652554.77150030
1706097600000,40209.34000000,40298.86000000,39975.78000000,40029.66000000,1663.46694000,1706101199999,66807361.99186650
1706101200000,40029.66000000,40122.83000000,39885.00000000,39984.87000000,1525.73714000,1706104799999,61038057.12033820
1706104800000,39984.87000000,40222.43000000,39766.00000000,39914.01000000,3051.04305000,1706108399999,121927327.64161880
1706108400000,39914.00000000,40118.26000000,39840.00000000,40050.71000000,1880.47332000,1706111999999,75238304.02501830
1706112000000,40050.72000000,40190.61000000,39923.42000000,40190.02000000,1600.34595000,1706115599999,64078756.32819980
1706115600000,40190.01000000,40207.00000000,40047.36000000,40141.98000000,1229.58381000,1706119199999,49332375.88860720
1706119200000,40141.98000000,40150.18000000,39615.76000000,39761.11000000,2000.38477000,1706122799999,79636056.21388260
1706122800000,39761.10000000,39847.44000000,39640.58000000,39803.05000000,884.85462000,1706126399999,35177359.17059150
1706126400000,39803.04000000,40000.00000000,39511.61000000,39544.40000000,1926.08163000,1706129999999,76543340.19297480
1706130000000,39544.40000000,39792.75000000,39484.19000000,39792.74000000,1240.02202000,1706133599999,49171557.34105300
1706133600000,39792.75000000,39900.00000000,39754.11000000,39875.98000000,596.56918000,1706137199999,23763296.38039700
1706137200000,39875.98000000,40175.11000000,39849.06000000,40084.88000000,1244.96885000,1706140799999,49886385.29175070
1706140800000,40084.89000000,40178.84000000,40012.00000000,40170.15000000,1009.56617000,1706144399999,40479787.63062660
1706144400000,40170.15000000,40178.62000000,39925.79000000,39978.83000000,1209.84353000,1706147999999,48438337.08418640
1706148000000,39978.84000000,40065.62000000,39914.00000000,39939.84000000,556.29622000,1706151599999,22249670.28063870
1706151600000,39939.84000000,40099.87000000,39931.86000000,40012.01000000,708.95318000,1706155199999,28376159.02370180
1706155200000,40012.01000000,40032.50000000,39912.00000000,39956.89000000,776.13036000,1706158799999,31026132.21333710
1706158800000,39956.88000000,39965.00000000,39792.01000000,39876.47000000,1073.67047000,1706162399999,42787085.84474520
1706162400000,39876.47000000,40050.00000000,39876.46000000,40035.00000000,942.68110000,1706165999999,37669643.32561040
1706166000000,40035.01000000,40135.37000000,39985.57000000,40130.00000000,855.68848000,1706169599999,34278297.77057370
1706169600000,40130.00000000,40177.68000000,40028.01000000,40080.23000000,784.23093000,1706173199999,31450593.01943990
1706173200000,40080.23000000,40130.00000000,40023.79000000,40031.54000000,763.59512000,1706176799999,30606405.11486960
1706176800000,40031.53000000,40121.00000000,39957.44000000,40115.99000000,1233.34302000,1706180399999,49356906.88818670
1706180400000,40116.00000000,40300.24000000,40080.12000000,40178.07000000,1842.66754000,1706183999999,74078256.09621340
1706184000000,40178.07000000,40283.82000000,39798.68000000,39859.81000000,2316.54371000,1706187599999,92607090.89331920
1706187600000,39859.81000000,39965.03000000,39731.64000000,39913.84000000,1669.62305000,1706191199999,66551907.48267560
1706191200000,39913.84000000,40090.19000000,39862.59000000,40012.94000000,1760.22455000,1706194799999,70397658.12615490
1706194800000,40012.93000000,40046.07000000,39623.40000000,39804.24000000,2406.58999000,1706198399999,95834514.53936560
1706198400000,39804.23000000,39852.20000000,39666.66000000,39710.32000000,1765.66859000,1706201999999,70213913.43171430
1706202000000,39710.33000000,39844.91000000,39550.00000000,39803.16000000,1771.49832000,1706205599999,70316870.51407320
1706205600000,39803.16000000,40044.91000000,39725.00000000,39842.64000000,2788.56160000,1706209199999,111224166.43147280
1706209200000,39842.63000000,39991.24000000,39734.00000000,39989.25000000,1076.43910000,1706212799999,42916528.98497050
1706212800000,39989.25000000,39995.99000000,39637.99000000,39838.31000000,1432.49568000,1706216399999,57064643.30148980
1706216400000,39838.30000000,39935.94000000,39792.02000000,39929.60000000,1064.77144000,1706219999999,42444091.42727280
1706220000000,39929.60000000,39981.10000000,39888.23000000,39956.31000000,579.54506000,1706223599999,23143330.92770060
1706223600000,39956.32000000,39984.32000000,39893.03000000,39961.09000000,633.49132000,1706227199999,25301305.80027490
1706227200000,39961.09000000,39970.71000000,39884.14000000,39895.92000000,473.15533000,1706230799999,18892560.94597910
1706230800000,39895.93000000,39959.45000000,39822.52000000,39937.78000000,572.62062000,1706234399999,22846654.84408610
1706234400000,39937.77000000,40245.00000000,39937.77000000,40144.31000000,1519.95740000,1706237999999,60971060.39254680
1706238000000,40144.30000000,40191.92000000,40067.52000000,40067.52000000,614.84384000,1706241599999,24674130.28122980
1706241600000,40067.52000000,40220.00000000,40067.52000000,40149.26000000,594.42059000,1706245199999,23866791.70915370
1706245200000,40149.25000000,40180.71000000,40083.92000000,40102.40000000,529.74803000,1706248799999,21258204.54621350
1706248800000,40102.40000000,40156.56000000,39988.69000000,40002.83000000,643.21620000,1706252399999,25781046.09554620
1706252400000,40002.84000000,40028.85000000,39896.84000000,39969.99000000,1627.61036000,1706255999999,65029143.04289060
1706256000000,39970.00000000,40176.47000000,39962.14000000,40133.80000000,1038.20517000,1706259599999,41639377.18498350
1706259600000,40133.79000000,40411.39000000,40037.50000000,40079.82000000,2097.66496000,1706263199999,84419618.04565180
1706263200000,40079.83000000,40755.98000000,40068.00000000,40692.64000000,3407.41985000,1706266799999,137924505.30339710
1706266800000,40692.64000000,41348.13000000,40684.79000000,41289.52000000,4980.03788000,1706270399999,204430619.47714210
1706270400000,41289.52000000,41500.00000000,41091.93000000,41140.01000000,4270.58522000,1706273999999,176460733.70414700
1706274000000,41140.01000000,41229.76000000,40914.50000000,41021.65000000,2049.46599000,1706277599999,84246894.42786280
1706277600000,41021.65000000,41588.00000000,41021.65000000,41588.00000000,2212.73241000,1706281199999,91332264.97202840
1706281200000,41588.00000000,41588.00000000,41218.00000000,41422.99000000,3619.35725000,1706284799999,149744612.41561950
1706284800000,41422.98000000,41995.99000000,41405.31000000,41961.14000000,4401.51543000,1706288399999,183749362.74235740
1706288400000,41961.15000000,42010.02000000,41752.83000000,41915.16000000,2539.86023000,1706291999999,106415702.74722570
1706292000000,41915.17000000,42193.80000000,41851.50000000,42105.01000000,2701.00331000,1706295599999,113572475.51211590
1706295600000,42105.00000000,42125.00000000,41936.00000000,42064.49000000,1717.73397000,1706299199999,72200333.26959640
1706299200000,42064.48000000,42246.82000000,41838.83000000,41977.18000000,2276.19959000,1706302799999,95635287.32673610
1706302800000,41977.18000000,42048.00000000,41878.93000000,41998.78000000,1148.22293000,1706306399999,48185348.51512580
1706306400000,41998.77000000,42011.75000000,41820.64000000,41906.28000000,1674.96289000,1706309999999,70176183.23439060
1706310000000,41906.28000000,41972.00000000,41800.02000000,41823.51000000,674.42781000,1706313599999,28247748.55378110
1706313600000,41823.51000000,41866.67000000,41708.00000000,41785.94000000,930.04300000,1706317199999,38873224.91304200
1706317200000,41785.94000000,41933.17000000,41768.50000000,41818.86000000,630.61808000,1706320799999,26391107.99535080
1706320800000,41818.86000000,41896.09000000,41815.48000000,41838.59000000,382.71397000,1706324399999,16018671.27879600
1706324400000,41838.60000000,41865.21000000,41765.64000000,41815.01000000,832.99188000,1706327999999,34829585.71286560
1706328000000,41815.01000000,41875.67000000,41791.10000000,41844.26000000,491.10343000,1706331599999,20545643.94390570
1706331600000,41844.26000000,41890.00000000,41738.59000000,41762.48000000,435.47050000,1706335199999,18205456.46697530
1706335200000,41762.49000000,41812.00000000,41691.24000000,41704.04000000,559.96951000,1706338799999,23384613.83252600
1706338800000,41704.04000000,41729.41000000,41602.01000000,41710.14000000,898.52317000,1706342399999,37435069.13343280
1706342400000,41710.15000000,41719.85000000,41421.21000000,41470.01000000,1368.20378000,1706345999999,56887967.90758200
1706346000000,41470.01000000,41742.70000000,41394.34000000,41669.78000000,1071.11625000,1706349599999,44531156.36818230
1706349600000,41669.79000000,41800.00000000,41651.10000000,41747.30000000,732.18207000,1706353199999,30557133.40535590
1706353200000,41747.31000000,41786.87000000,41702.88000000,41761.23000000,575.83689000,1706356799999,24045576.90254090
1706356800000,41761.22000000,41807.03000000,41714.00000000,41750.00000000,612.54473000,1706360399999,25578958.65661200
1706360400000,41750.01000000,41806.55000000,41725.21000000,41742.44000000,419.38468000,1706363999999,17512269.82714120
1706364000000,41742.44000000,41818.39000000,41731.01000000,41766.00000000,493.43458000,1706367599999,20611849.82593910
1706367600000,41765.99000000,41894.87000000,41733.60000000,41814.00000000,581.25856000,1706371199999,24313267.96267210
1706371200000,41813.99000000,41895.74000000,41791.22000000,41810.18000000,609.18361000,1706374799999,25486117.58791980
1706374800000,41810.17000000,41845.34000000,41774.07000000,41779.28000000,448.23397000,1706378399999,18744831.54243960
1706378400000,41779.28000000,41817.64000000,41745.26000000,41797.62000000,392.55791000,1706381999999,16402740.44857730
1706382000000,41797.62000000,41986.06000000,41790.87000000,41910.47000000,806.22964000,1706385599999,33776948.27186010
1706385600000,41910.48000000,42076.70000000,41910.47000000,42059.93000000,664.97501000,1706389199999,27930256.49910810
1706389200000,42059.94000000,42176.47000000,42022.92000000,42150.59000000,746.05127000,1706392799999,31409421.92092260
1706392800000,42150.59000000,42200.00000000,42079.25000000,42155.51000000,624.65370000,1706396399999,26320191.70890430
1706396400000,42155.50000000,42171.08000000,42090.00000000,42120.63000000,917.13648000,1706399999999,38626640.23829300
1706400000000,42120.63000000,42145.28000000,41925.00000000,41990.85000000,968.77133000,1706403599999,40737865.53595550
1706403600000,41990.85000000,42244.00000000,41990.85000000,42100.00000000,1661.33541000,1706407199999,69957437.86188300
1706407200000,42100.00000000,42177.40000000,42100.00000000,42102.22000000,700.81020000,1706410799999,29517150.56635270
1706410800000,42102.21000000,42244.00000000,42100.00000000,42231.83000000,600.99075000,1706414399999,25324752.61531060
1706414400000,42231.84000000,42765.22000000,42228.64000000,42720.32000000,2631.50653000,1706417999999,111746936.85011310
1706418000000,42720.33000000,42842.68000000,42453.41000000,42562.44000000,2401.72500000,1706421599999,102431362.39890040
1706421600000,42562.45000000,42577.81000000,42293.66000000,42413.27000000,1652.27318000,1706425199999,70135364.09891570
1706425200000,42413.27000000,42530.63000000,42359.13000000,42388.82000000,1168.39227000,1706428799999,49599862.02967560
1706428800000,42388.82000000,42614.18000000,42323.14000000,42491.10000000,1299.94364000,1706432399999,55216890.37216430
1706432400000,42491.09000000,42698.00000000,42424.00000000,42575.03000000,1422.02088000,1706435999999,60532404.48797960
1706436000000,42575.02000000,42645.83000000,42500.00000000,42600.02000000,683.94970000,1706439599999,29120954.49830090
1706439600000,42600.03000000,42612.62000000,42357.88000000,42471.98000000,1042.17023000,1706443199999,44265249.36675040
1706443200000,42471.98000000,42493.33000000,42291.11000000,42417.04000000,1188.06665000,1706446799999,50342587.90003570
1706446800000,42417.04000000,42449.99000000,42240.22000000,42397.18000000,910.01882000,1706450399999,38536965.31935030
1706450400000,42397.19000000,42544.00000000,42252.13000000,42288.00000000,910.41591000,1706453999999,38616656.42979690
1706454000000,42288.00000000,42411.10000000,42155.55000000,42258.01000000,970.07038000,1706457599999,41026973.03070020
1706457600000,42258.00000000,42354.70000000,42136.58000000,42312.34000000,755.82534000,1706461199999,31957843.05402240
1706461200000,42312.35000000,42312.35000000,42100.00000000,42168.17000000,755.94073000,1706464799999,31890373.08994590
1706464800000,42168.16000000,42170.40000000,41920.51000000,41971.67000000,1049.86327000,1706468399999,44133950.61360080
1706468400000,41971.67000000,42025.00000000,41721.08000000,41785.92000000,1257.92530000,1706471999999,52668661.84000650
1706472000000,41785.91000000,41969.75000000,41681.72000000,41945.09000000,1140.40494000,1706475599999,47699700.94653810
1706475600000,41945.09000000,42028.00000000,41810.00000000,41979.59000000,626.47209000,1706479199999,26260593.04445010
1706479200000,41979.59000000,41979.59000000,41620.81000000,41834.00000000,726.07206000,1706482799999,30357415.60563600
1706482800000,41834.01000000,42073.81000000,41753.19000000,42031.06000000,770.03377000,1706486399999,32287940.11187400
1706486400000,42031.05000000,42069.23000000,41874.94000000,41971.42000000,735.96031000,1706489999999,30885808.88879140
1706490000000,41971.43000000,42318.31000000,41967.57000000,42160.21000000,893.00449000,1706493599999,37658855.92163030
1706493600000,42160.21000000,42328.67000000,42127.96000000,42237.56000000,689.79483000,1706497199999,29139388.12162100
1706497200000,42237.56000000,42504.00000000,42237.56000000,42331.20000000,1118.92636000,1706500799999,47446430.12125150
1706500800000,42331.19000000,42345.36000000,42195.61000000,42218.00000000,560.51436000,1706504399999,23688484.36350140
1706504400000,42218.00000000,42284.94000000,42131.10000000,42144.23000000,656.26092000,1706507999999,27694168.44836570
1706508000000,42144.23000000,42251.75000000,42133.00000000,42163.23000000,643.13454000,1706511599999,27128955.56160050
1706511600000,42163.24000000,42242.15000000,41988.88000000,42053.46000000,875.94242000,1706515199999,36880238.41718970
1706515200000,42053.45000000,42151.26000000,41966.02000000,42122.85000000,711.30358000,1706518799999,29906554.05938700
1706518800000,42122.85000000,42329.93000000,41961.10000000,42295.67000000,946.51948000,1706522399999,39920236.65357720
1706522400000,42295.90000000,42381.10000000,42208.20000000,42313.18000000,867.17290000,1706525999999,36678854.45855030
1706526000000,42313.18000000,42353.27000000,42191.10000000,42246.95000000,679.92992000,1706529599999,28743815.92407310
1706529600000,42246.95000000,42371.10000000,41975.00000000,42102.66000000,1381.93262000,1706533199999,58258352.16034240
1706533200000,42102.67000000,42139.21000000,41930.88000000,42006.70000000,1287.44408000,1706536799999,54113290.31861670
1706536800000,42006.71000000,42104.98000000,41804.88000000,41951.86000000,1502.31136000,1706540399999,63018031.58013440
1706540400000,41951.86000000,42647.27000000,41882.33000000,42641.75000000,2591.39618000,1706543999999,109461570.78907830
1706544000000,42641.75000000,43313.80000000,42518.00000000,43200.00000000,5705.29111000,1706547599999,244972937.25566680
1706547600000,43200.01000000,43308.69000000,42920.01000000,42996.57000000,2648.14943000,1706551199999,114100083.37952660
1706551200000,42996.56000000,43118.10000000,42883.72000000,43028.75000000,1544.40022000,1706554799999,66411791.17085730
1706554800000,43028.74000000,43152.47000000,42978.29000000,42995.99000000,1416.98804000,1706558399999,61033238.31838520
1706558400000,42995.99000000,43199.99000000,42982.66000000,43147.60000000,1242.65529000,1706561999999,53547390.26535630
1706562000000,43147.61000000,43263.15000000,43061.66000000,43176.29000000,1186.41986000,1706565599999,51212986.04811320
1706565600000,43176.29000000,43210.31000000,43081.10000000,43111.10000000,685.97624000,1706569199999,29597626.74723480
1706569200000,43111.11000000,43333.00000000,43078.11000000,43302.70000000,971.31353000,1706572799999,41963191.38901730
1706572800000,43302.71000000,43310.97000000,43133.90000000,43162.02000000,944.79046000,1706576399999,40832191.82169120
1706576400000,43162.02000000,43559.00000000,43157.15000000,43439.51000000,2487.03277000,1706579999999,107990286.42091290
1706580000000,43439.51000000,43787.35000000,43439.51000000,43615.15000000,1837.02834000,1706583599999,80128678.91143020
1706583600000,43615.15000000,43685.20000000,43460.02000000,43519.71000000,1493.36525000,1706587199999,65027689.53436610
1706587200000,43519.71000000,43570.09000000,43412.00000000,43421.49000000,817.52946000,1706590799999,35554030.14166280
1706590800000,43421.50000000,43465.22000000,43342.00000000,43365.04000000,650.69606000,1706594399999,28244958.42185250
1706594400000,43365.03000000,43422.71000000,43259.26000000,43340.68000000,792.67818000,1706597999999,34357248.59429950
1706598000000,43340.68000000,43446.11000000,43323.82000000,43358.25000000,1091.75741000,1706601599999,47366337.98999010
1706601600000,43358.24000000,43467.03000000,43215.76000000,43432.10000000,1235.47793000,1706605199999,53597587.91903350
1706605200000,43432.10000000,43459.89000000,43320.40000000,43324.40000000,893.68806000,1706608799999,38783362.33658000
1706608800000,43324.41000000,43510.00000000,43295.55000000,43482.01000000,949.27329000,1706612399999,41196974.18887850
1706612400000,43482.01000000,43564.85000000,43414.41000000,43537.74000000,1045.71402000,1706615999999,45476144.25674720
1706616000000,43537.75000000,43882.36000000,43257.39000000,43394.53000000,3427.46676000,1706619599999,149166740.20788370
1706619600000,43394.54000000,43480.00000000,43153.06000000,43287.61000000,1976.10308000,1706623199999,85489247.92381260
1706623200000,43287.61000000,43498.00000000,43114.13000000,43473.99000000,1788.03155000,1706626799999,77481821.60685210
1706626800000,43474.00000000,43622.00000000,43292.98000000,43375.50000000,2628.65407000,1706630399999,114290329.71759250
1706630400000,43375.50000000,43516.06000000,43224.00000000,43499.03000000,1844.52412000,1706633999999,79958764.62297450
1706634000000,43499.03000000,43599.00000000,43306.51000000,43398.31000000,1501.00015000,1706637599999,65190144.81748300
1706637600000,43398.31000000,43496.00000000,43282.94000000,43371.63000000,1362.58564000,1706641199999,59139323.96553880
1706641200000,43371.64000000,43574.80000000,43336.35000000,43547.98000000,1126.04706000,1706644799999,48908717.89862070
1706644800000,43547.99000000,43760.00000000,43480.18000000,43561.10000000,2556.66446000,1706648399999,111517011.83563250
1706648400000,43561.10000000,43694.15000000,43488.32000000,43546.07000000,1431.55277000,1706651999999,62387894.15262540
1706652000000,43546.07000000,43574.80000000,43326.27000000,43327.77000000,1000.28757000,1706655599999,43497063.74595120
1706655600000,43327.78000000,43354.48000000,42683.99000000,42941.10000000,2737.29700000,1706659199999,117668534.63894810
1706659200000,42941.10000000,43107.77000000,42850.00000000,42933.21000000,1782.34600000,1706662799999,76596638.23168180
1706662800000,42933.20000000,43000.00000000,42724.31000000,42782.82000000,1138.38172000,1706666399999,48770763.59920350
1706666400000,42782.81000000,42899.55000000,42655.07000000,42883.00000000,1250.57913000,1706669999999,53498575.09063620
1706670000000,42883.01000000,42991.49000000,42861.10000000,42930.07000000,742.17294000,1706673599999,31862371.00353020
1706673600000,42930.06000000,42994.27000000,42871.10000000,42962.64000000,599.95705000,1706677199999,25760655.70298690
1706677200000,42962.64000000,43050.04000000,42924.13000000,42980.00000000,695.26876000,1706680799999,29889275.68699650
1706680800000,42980.00000000,43061.30000000,42909.20000000,42975.93000000,698.88654000,1706684399999,30041931.89401890
1706684400000,42975.92000000,43087.93000000,42945.00000000,43050.01000000,845.39333000,1706687999999,36357710.86654840
1706688000000,43050.01000000,43091.10000000,42938.35000000,42978.01000000,701.56744000,1706691599999,30166259.15333410
1706691600000,42978.00000000,42978.01000000,42585.17000000,42646.00000000,1698.27618000,1706695199999,72703486.87644260
1706695200000,42645.99000000,42796.72000000,42383.00000000,42384.73000000,2369.64791000,1706698799999,100967412.81316070
1706698800000,42384.72000000,42678.03000000,42355.00000000,42647.98000000,1346.73860000,1706702399999,57250360.55249520
1706702400000,42647.98000000,42729.36000000,42550.54000000,42622.81000000,1259.93539000,1706705999999,53732982.56537230
1706706000000,42622.80000000,42925.52000000,42521.31000000,42803.92000000,1599.83425000,1706709599999,68320315.59712640
1706709600000,42803.91000000,42988.97000000,42571.10000000,42882.08000000,2001.57212000,1706713199999,85688168.47061300
1706713200000,42882.08000000,43465.02000000,42691.10000000,43361.10000000,3277.41349000,1706716799999,141420855.84149280
1706716800000,43361.11000000,43611.80000000,43294.46000000,43474.81000000,2297.91748000,1706720399999,99819680.99311110
1706720400000,43474.81000000,43745.10000000,43432.01000000,43715.04000000,1913.45351000,1706723999999,83343354.81383330
